"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AAPL","Apple Inc.","177","$900.41B","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","1.0398","$7.15M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","1.59","$47.88M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.3665","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","4.15","$75.09M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","57.46","$60.7B","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","34.5","$668.69M","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","3.6","$311.45M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","24.37","$984.27M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","2.64","$40.17M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","3.57","$76.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","3.32","$90.02M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","1.92","$39.17M","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","2.95","$26.24M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","12.24","$287.21M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","2.42","$36.66M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.92","$126.67M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","4.75","$204.24M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","5.15","$286.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","2.35","$42.94M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","1.65","$19.39M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.3","$12.8M","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","38.95","$998.56M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","92.75","$12.14B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.65","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","24.87","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","14.39","$1.01B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"FUV","Arcimoto, Inc.","3.77","$59.84M","2017","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/fuv",
"ARCT","Arcturus Therapeutics Ltd.","9.37","$99.03M","2013","n/a","n/a","http://www.nasdaq.com/symbol/arct",
"ARDX","Ardelyx, Inc.","7.6","$361.27M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","35.89","$1.41B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.2","$6.91B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","66.25","$2.12B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","65.05","$1.93B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.3","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","2.18","$482691.24","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARKR","Ark Restaurants Corp.","25.776","$88.52M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.55","$93.7M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.76","$153.31M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","15.56","$3.07B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","25.5","$4.77B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWCR","Arrow DWA Country Rotation ETF","32.7054","$3.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","12.3","$8.61M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","34.25","$476.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","6.39","$478.15M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","13.98","$191.45M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","38.83","$356.97M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.95","$12.27M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASNA","Ascena Retail Group, Inc.","2.2","$431.29M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","53.69","$1.95B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","10.55","$130.05M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.5665","$35.47M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","205.54","$88.49B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","8.6044","$127.48M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","77.03","$5.59B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","47.48","$826.04M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","7.1","$47.03M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","63.06","$1.45B","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","46.36","$1.3B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","13.8","$93.3M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","3.13","$14.11M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","15.57","$194.11M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","8.65","$84.77M","2017","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","5.58","$135.27M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","33.35","$1.02B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","128.74","$5.15B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","16.34","$947.64M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.93","$228.77M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"ATAC","Atlantic Acquisition Corp.","9.86","$57.9M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atac",
"ATACR","Atlantic Acquisition Corp.","0.52","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacr",
"ATACU","Atlantic Acquisition Corp.","10.2799","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacu",
"AAME","Atlantic American Corporation","3.5","$71.54M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","17.55","$451.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","10.32","$160.51M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"AY","Atlantica Yield plc","21.31","$2.14B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","2.296","$35.19M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","62.6","$1.58B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","21.2","$255.05M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","26.4047","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","52.26","$12.03B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","59.8","$957.79M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","4.57","$55.57M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.3385","$10.77M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","17.94","$618.47M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","608.9","$1.13B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","6.92","$137.05M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","4.075","$121.27M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","38.0914","$138.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","37.31","$1.11B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","7.48","$242.44M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","5.8","$487.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.51","$23.5M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ADSK","Autodesk, Inc.","117.43","$25.87B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","122.77","$54.45B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AUTO","AutoWeb, Inc.","8.7","$113.51M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/auto",
"AVDL","Avadel Pharmaceuticals plc","11.22","$446.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avdl",
"ATXI","Avenue Therapeutics, Inc.","3.8","$39.01M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","2.97","$351.41M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVXS","AveXis, Inc.","108.75","$3.48B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avxs",
"AVNW","Aviat Networks, Inc.","17.3","$92.01M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"CDMO","Avid Bioservices, Inc.","3.75","$169.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cdmo",
"CDMOP","Avid Bioservices, Inc.","24.25","$16.98M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cdmop",
"AVID","Avid Technology, Inc.","5.61","$231.05M","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.2006","$6.59M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr",
"AVIR","Aviragen Therapeutics, Inc.","0.6153","$23.78M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avir",
"CAR","Avis Budget Group, Inc.","45.68","$3.72B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AHPA","Avista Healthcare Public Acquisition Corp.","9.98","$386.73M","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/ahpa",
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.3","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/ahpau",
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.39","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/ahpaw",
"AWRE","Aware, Inc.","4.3125","$93.2M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","26","$816.74M","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","27.75","$950.75M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","27.47","$1.45B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aaxn",
"AXON          ","Axovant Sciences Ltd.","2.2","$236.96M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axon",
"AXSM","Axsome Therapeutics, Inc.","3.1","$78.91M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axsm",
"AXTI","AXT Inc","9.45","$367.52M","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"AYTU","Aytu BioScience, Inc.","3.25","$14.31M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aytu",
"AZRX","AzurRx BioPharma, Inc.","3.5","$40.44M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azrx",
"BCOM","B Communications Ltd.","20.49","$612.65M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","19.55","$517.44M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily",
"RILYG","B. Riley Financial, Inc.","25.15","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyg",
"RILYL","B. Riley Financial, Inc.","25.9","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","25.3507","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","2.26","$7.31M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","254.34","$88.31B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","81.13","$2.6B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.7297","$356.82M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","24","$360.89M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","3.91","$696.22M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","55.95","$1.78B","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27.5658","$27.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
